PMID,year,type,num_citations,num_authors,authors,institutions,c04_referencelist,subfield,field,domain,sustainable_development_goals,keyword_analysis,collaborative_index,license,journal_impact_factor,citations_geographical,page_count,publisher,apc_paid,open_access_status,Novelty
76752463,2019,book-chapter,13,9,"['Maria Fernanda Tomaselli', 'Joleen Timko', 'Robert Kozak', 'Justin G. Bull', 'Sean P. Kearney', 'Jack Saddler', 'Susan van Dyk', 'Guangyu Wang', 'Xinxin Zhu']",[],"[{'item': 87619015}, {'item': 90508724}, {'item': 33674849}, {'item': 74516187}, {'item': 66602041}, {'item': 4572612}, {'item': 85774141}, {'item': 52940389}, {'item': 57623274}, {'item': 93240713}, {'item': 45931647}, {'item': 99313541}, {'item': 8599046}, {'item': 58697268}, {'item': 3409935}, {'item': 52494828}, {'item': 57124333}, {'item': 49573516}, {'item': 10925775}, {'item': 19144558}, {'item': 22667564}, {'item': 34751161}, {'item': 41169012}, {'item': 17654109}, {'item': 35266101}, {'item': 52505241}, {'item': 36818327}, {'item': 92722101}, {'item': 514923}, {'item': 32704041}, {'item': 42416310}, {'item': 87549146}, {'item': 34190734}, {'item': 93500523}, {'item': 15798761}, {'item': 64389900}, {'item': 20780831}, {'item': 80093470}, {'item': 30644383}, {'item': 23394395}, {'item': 87985721}, {'item': 35402577}, {'item': 34715359}, {'item': 22151385}, {'item': 97751824}, {'item': 58478660}, {'item': 61078772}, {'item': 96512435}, {'item': 25552228}, {'item': 43046445}, {'item': 72796053}, {'item': 41524502}, {'item': 56991490}, {'item': 98687162}, {'item': 37329455}, {'item': 80003136}, {'item': 85344175}, {'item': 90706841}, {'item': 8951642}, {'item': 62684733}, {'item': 98809164}, {'item': 54547159}, {'item': 97647289}, {'item': 14475731}, {'item': 39274126}, {'item': 28354002}, {'item': 91297916}, {'item': 40457320}, {'item': 63257557}, {'item': 28818362}, {'item': 71384504}, {'item': 32306118}, {'item': 12771025}, {'item': 45632221}, {'item': 78397883}, {'item': 98510193}, {'item': 76131349}, {'item': 79797537}, {'item': 77697781}, {'item': 29694099}, {'item': 54438275}, {'item': 34360436}, {'item': 56137767}, {'item': 99661322}, {'item': 48290676}, {'item': 71010827}, {'item': 27530550}, {'item': 4196769}]",Livelihood,Deforestation (computer science),Business,"[{'display_name': 'Industry, innovation and infrastructure', 'score': 0.51, 'id': 'https://metadata.un.org/sdg/9'}]",Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,0.49865704150293944
40773147,2019,book-chapter,4,3,"['Dilip Kumar', 'R. B. Singh', 'Ranjeet Kaur']","['University B.T. & Evening College', 'University of Delhi', 'University of Delhi', 'University B.T. & Evening College', 'University of Delhi']","[{'item': 12143443}, {'item': 32996944}, {'item': 86527931}]",Sustainable development,Business,Political science,[],Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-7.046864834686337
89371854,2019,book-chapter,3,2,"['Sabyasachi Saha', 'Prativa Shaw']","['India Habitat Centre', 'India Habitat Centre']","[{'item': 72797333}, {'item': 85686735}, {'item': 20601486}, {'item': 82653907}, {'item': 29521367}, {'item': 24833171}, {'item': 94306144}, {'item': 9987969}, {'item': 41972010}, {'item': 67674683}, {'item': 71269924}, {'item': 62904022}, {'item': 18947627}, {'item': 61996114}, {'item': 74084193}, {'item': 33805611}, {'item': 97714954}, {'item': 70596832}, {'item': 34029893}, {'item': 53884562}, {'item': 39238085}, {'item': 86167546}, {'item': 68941030}, {'item': 68687314}, {'item': 68438232}, {'item': 90784326}, {'item': 90926565}, {'item': 63148052}, {'item': 68050225}, {'item': 63272076}, {'item': 30879861}]",Industrialisation,Scope (computer science),Context (archaeology),"[{'display_name': 'Industry, innovation and infrastructure', 'score': 0.45, 'id': 'https://metadata.un.org/sdg/9'}]",Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-1.6307644324819173
63830591,2019,book-chapter,3,3,"['Isabel B. Franco', 'Franz Gonzalez Arduz', 'Jairo Andres Buitrago']","['United Nations University Institute for the Advanced Study of Sustainability', 'Australian Institute of Business', 'University of Queensland', 'Tomás Frías Autonomous University', 'Universidad Nacional de Colombia']","[{'item': 31317830}, {'item': 89377222}, {'item': 57468797}, {'item': 59544648}, {'item': 54587956}, {'item': 64355643}, {'item': 65352449}, {'item': 75341402}, {'item': 7084466}, {'item': 30500196}, {'item': 17394674}, {'item': 11352274}, {'item': 39992852}, {'item': 88409658}, {'item': 35067512}, {'item': 65287224}, {'item': 69073638}, {'item': 46739572}, {'item': 72604449}, {'item': 97024324}, {'item': 40390465}, {'item': 4698084}, {'item': 44406170}, {'item': 67190390}, {'item': 89919261}]",Sustainability,Corporate governance,Business,"[{'display_name': 'Industry, innovation and infrastructure', 'score': 0.5, 'id': 'https://metadata.un.org/sdg/9'}]",Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-2.077051535110337
171536,2020,article,134,3,"['Petra Kynčlová', 'Shyam Upadhyaya', 'Thomas Nice']","['United Nations Industrial Development Organization', 'United Nations Industrial Development Organization', 'Humboldt-Universität zu Berlin']","[{'item': 45812016}, {'item': 75317085}, {'item': 98206661}, {'item': 31357925}, {'item': 56543115}, {'item': 92546513}, {'item': 55451043}, {'item': 23727621}, {'item': 80996408}, {'item': 47345749}, {'item': 71442607}, {'item': 26119778}, {'item': 42259801}, {'item': 37857610}, {'item': 39873587}, {'item': 70452153}, {'item': 77331859}, {'item': 25750752}, {'item': 65560158}, {'item': 79873087}, {'item': 59736282}, {'item': 83221113}, {'item': 76249191}, {'item': 48801451}, {'item': 35937302}, {'item': 76861929}, {'item': 1494298}, {'item': 73735206}, {'item': 68075791}, {'item': 5997177}]",Index (typography),Sustainable development,Ranking (information retrieval),"[{'display_name': 'Industry, innovation and infrastructure', 'score': 0.51, 'id': 'https://metadata.un.org/sdg/9'}]",Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,0.6523727495965018
65466954,2020,article,0,1,['Olena Trofymenko'],['International University'],"[{'item': 78163307}, {'item': 84825377}, {'item': 60198274}]",Stimulation,Business,Industrial organization,"[{'display_name': 'Industry, innovation and infrastructure', 'score': 0.63, 'id': 'https://metadata.un.org/sdg/9'}]",Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-4.695924549256556
7392242,2021,article,7,7,"['Julio Henrique Costa Nobrega', 'Izabela Simon Rampasso', 'Vasco Sanchez‐Rodrigues', 'Osvaldo Luíz Gonçalves Quelhas', 'Walter Leal Filho', 'Milena Pavan Serafim', 'Rosley Anholon']","['Universidade Estadual de Campinas (UNICAMP)', 'Universidad Católica del Norte', 'Cardiff University', 'Universidade Federal Fluminense', 'HAW Hamburg', 'Universität Hamburg', 'Universidade Estadual de Campinas (UNICAMP)', 'Universidade Estadual de Campinas (UNICAMP)']","[{'item': 15513156}, {'item': 99471255}, {'item': 83117280}, {'item': 6013677}, {'item': 35633971}, {'item': 10668246}, {'item': 89401507}, {'item': 91142734}, {'item': 7874449}, {'item': 46232122}, {'item': 56247641}, {'item': 20835603}, {'item': 86985029}, {'item': 87632230}, {'item': 60605201}, {'item': 75144631}, {'item': 14581639}, {'item': 95924717}, {'item': 81596281}, {'item': 72896941}, {'item': 47419358}, {'item': 41036621}, {'item': 57071458}, {'item': 10286262}, {'item': 49293540}, {'item': 12023958}, {'item': 96268941}, {'item': 16234374}, {'item': 68250483}, {'item': 46041755}, {'item': 26180571}, {'item': 89346997}, {'item': 9928562}, {'item': 28068974}, {'item': 10378380}, {'item': 30030177}]",SWOT analysis,Strengths and weaknesses,Business,"[{'display_name': 'Industry, innovation and infrastructure', 'score': 0.67, 'id': 'https://metadata.un.org/sdg/9'}]",Missing,Missing,Missing,Missing,Missing,Missing,Missing,"{'value': 2200, 'currency': 'CHF', 'value_usd': 2382, 'provenance': 'doaj'}",Missing,0.04508275938110999
25302591,2021,article,1,2,"['Kujo E. McDave', 'Alexander Hackman-Aidoo']",[],"[{'item': 20457127}, {'item': 58460063}, {'item': 48391738}, {'item': 45353897}, {'item': 88501427}, {'item': 37656695}, {'item': 82621132}, {'item': 1071348}, {'item': 81972840}, {'item': 63352638}]",Intellectual property,Development (topology),Property (philosophy),[],Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-2.6711642089252785
42568236,2021,book-chapter,1,2,"['Abubakar Jamilu Baita', 'Hassan Suleiman']","['Maitama Sule University Kano', 'National Universities Commission']","[{'item': 30463780}, {'item': 56121436}, {'item': 12610652}, {'item': 34052216}, {'item': 46210842}, {'item': 19425046}, {'item': 91084171}, {'item': 58369113}, {'item': 44422420}, {'item': 40086108}, {'item': 96600079}, {'item': 31144476}, {'item': 89249046}, {'item': 47766496}, {'item': 19051444}, {'item': 68063594}, {'item': 27133192}, {'item': 20562742}, {'item': 11752566}]",Sukuk,Extant taxon,Incentive,"[{'display_name': 'Industry, innovation and infrastructure', 'score': 0.66, 'id': 'https://metadata.un.org/sdg/9'}]",Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-1.284869847805388
54849360,2021,book-chapter,0,2,"['Samantha Castle', 'Dawie Bornman']",['University of Pretoria'],"[{'item': 29047374}, {'item': 48027139}, {'item': 91996279}, {'item': 18478619}, {'item': 86775821}, {'item': 35892419}, {'item': 11136650}, {'item': 10439952}, {'item': 89435741}, {'item': 31460461}, {'item': 17116915}, {'item': 53655208}, {'item': 18867271}, {'item': 52657534}, {'item': 65204915}, {'item': 25037669}, {'item': 83848592}, {'item': 52723123}, {'item': 70931478}, {'item': 17199341}, {'item': 38532323}, {'item': 90151986}, {'item': 94605767}, {'item': 47750790}, {'item': 94381433}, {'item': 30447463}]",General partnership,Enabling,Sustainability,"[{'display_name': 'Industry, innovation and infrastructure', 'score': 0.45, 'id': 'https://metadata.un.org/sdg/9'}]",Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-0.6278617138613158
92848881,2022,article,13,3,"['Аrtem Аrtyukhov', 'Iurii Volk', 'Tetiana Anatoliivna Vasylieva']","['Sumy State University', 'Sumy State University', 'Sumy State University']","[{'item': 48158705}, {'item': 67443632}, {'item': 72199337}, {'item': 3993991}, {'item': 24502384}, {'item': 40955258}, {'item': 21578673}, {'item': 40290036}, {'item': 3856905}, {'item': 60978041}, {'item': 16553011}, {'item': 58384431}, {'item': 91736701}, {'item': 99543484}, {'item': 91920947}, {'item': 33186316}, {'item': 38554176}, {'item': 15083609}, {'item': 53199960}, {'item': 3253326}, {'item': 1327547}]",Scrum,Agile software development,Quality assurance,[],Missing,Missing,Missing,Missing,Missing,Missing,Missing,,Missing,-0.2832974741339568
