PMID,Year,Author,Institution,City,Region,State,Latitude,Longitude,Continent
84958136,2016,Arega Yirdaw,Fielding Graduate University,Santa Barbara,California,United States,34.42927590000001,-119.7174748,North America
82665351,2016,Giancarlo Lyle-Edrosolo,,,,,,,
82665351,2016,KT Waxman,,,,,,,
55642196,2016,Khadijah Mohammed,King Abdulaziz University,,,,,,
55642196,2016,B S Alif Ali,King Abdulaziz University,,,,,,
55642196,2016,Azrilah Abdulaziz,King Abdulaziz University,,,,,,
8454552,2016,Pey‐Tee Oon,University of Macau,珠海市,,Macao,22.130002,113.5457795,Asia
8454552,2016,Spencer Benson,University of Macau,珠海市,,Macao,22.130002,113.5457795,Asia
8454552,2016,Chester Chun Seng Kam,University of Macau,珠海市,,Macao,22.130002,113.5457795,Asia
18519715,2016,Kirsti Klette,ACTA (United States),Abbeyville,Colorado,United States,38.7945952,-106.5348379,North America
18519715,2016,Karen Hammerness,American Museum of Natural History,New York,New York,United States,40.7813241,-73.9739882,North America
1831735,2016,Kenneth M. Zeichner,Seattle University,Seattle,Washington,United States,47.6091765,-122.3178465,North America
1831735,2016,Hilary G. Conklin,University of Washington,Seattle,Washington,United States,47.65671709999999,-122.3066181,North America
69877435,2016,Sehrish Sajjad,Aga Khan Development Network,,,,,,
69877435,2016,Asho Ali,King Abdulaziz University,,,,,,
69877435,2016,Raisa B Gul,Aga Khan University,Karachi,Sindh,Pakistan,24.8920491,67.0735131,Asia
69877435,2016,Ahmed Mateen,Karachi Institute of Radiotherapy and Nuclear Medicine,Karachi,Sindh,Pakistan,24.9470994,67.1446972,Asia
69877435,2016,Shafquat Rozi,Aga Khan University,Karachi,Sindh,Pakistan,24.8920491,67.0735131,Asia
75454717,2016,Christina Yeager Pelatti,The Ohio State University,Columbus,Ohio,United States,40.0060889,-83.0282624,North America
75454717,2016,Jaclyn M. Dynia,The Ohio State University,Columbus,Ohio,United States,40.0060889,-83.0282624,North America
75454717,2016,Jessica A. R. Logan,The Ohio State University,Columbus,Ohio,United States,40.0060889,-83.0282624,North America
