PMID,Year,Author,Institution,City,Region,State,Latitude,Longitude
51874633,2016,Nicolai Götze,University of Kassel,Kassel,Hessen,Germany,51.3218131,9.5059404
51874633,2016,Janosch Baumann,Centre for Higher Education,,,,,
51874633,2016,Georg Krücken,Centre for Higher Education,,,,,
57822043,2016,Simone Lehrl,University of Bamberg,Bamberg,Bayern,Germany,49.8938564,10.8861083
57822043,2016,Katharina Kluczniok,University of Bamberg,Bamberg,Bayern,Germany,49.8938564,10.8861083
57822043,2016,Hans-Guenther Rossbach,Leibniz Institute for Educational Trajectories,Bamberg,Bayern,Germany,49.89150739999999,10.8975977
78008519,2016,Juan José Tarı́,University of Alicante,San Vicente del Raspeig,Comunidad Valenciana,Spain,38.3846639,-0.5139975999999999
76553784,2016,Helena Breth Nielsen,Steno Diabetes Center,Herlev,,Denmark,55.7303763,12.4410704
76553784,2016,Louise L. Ovesen,University of Copenhagen,København,,Denmark,55.6802303,12.5724096
76553784,2016,Laust Hvas Mortensen,Steno Diabetes Center,Herlev,,Denmark,55.7303763,12.4410704
76553784,2016,Cathrine Juel Lau,University of Copenhagen,København,,Denmark,55.6802303,12.5724096
76553784,2016,Lene Eide Joensen,University of Copenhagen,København,,Denmark,55.6802303,12.5724096
66386967,2016,Jacqueline A. Clary,University of Houston,Houston,Texas,United States,29.7204627,-95.34293190000001
66386967,2016,Joe C. Ontiveros,University of Houston,Houston,Texas,United States,29.7204627,-95.34293190000001
66386967,2016,Stanley G. Cron,University of Houston,Houston,Texas,United States,29.7204627,-95.34293190000001
88632426,2016,Michelle Lin,Stanford University,Stanford,California,United States,37.42766,-122.17006
88632426,2016,Nikita Joshi,"University of California, Los Angeles",Los Angeles,California,United States,34.0699182,-118.4438495
88632426,2016,Andrew Grock,"University of California, San Francisco",San Francisco,California,United States,37.7626459,-122.4587106
88632426,2016,Anand Swaminathan,HealthPartners,,,,,
88632426,2016,Eric J. Morley,University of Minnesota,Minneapolis,Minnesota,United States,44.97399,-93.2277285
88632426,2016,Jeremy Branzetti,Oregon Health & Science University,,,,,
88632426,2016,Taku Taira,Stony Brook University,Stony Brook,New York,United States,40.90413849999999,-73.1237618
88632426,2016,Felix Ankel,Bellevue Hospital Center,New York,New York,United States,40.7396865,-73.9762044
88632426,2016,Lalena M. Yarris,New York University,New York,New York,United States,40.7127753,-74.0059728
62371505,2016,Pankaj Deshwal,Netaji Subhas University of Technology,Delhi,Delhi,India,28.6109375,77.0384531
96379459,2016,Rebecca L. Thomas,Hartford Financial Services (United States),Abbeyville,Colorado,United States,38.7945952,-106.5348379
36357819,2016,Amirul Mukminin,Jambi University,,Jambi,Indonesia,-1.612342,103.5181549
36357819,2016,Titin Rohayati,Jambi University,,Jambi,Indonesia,-1.612342,103.5181549
36357819,2016,Herland Akbari Putra,Jambi University,,Jambi,Indonesia,-1.612342,103.5181549
36357819,2016,Akhmad Habibi,Jambi University,,Jambi,Indonesia,-1.612342,103.5181549
36357819,2016,Mia Aina,Jambi University,,Jambi,Indonesia,-1.612342,103.5181549
23382714,2016,Abu Saleh Md. Sohel-Uz-Zaman,United International University,Dhaka,Dhaka Division,Bangladesh,23.7978829,90.44971
23382714,2016,Umana Anjalin,University of Tennessee at Knoxville,Knoxville,Tennessee,United States,35.9544013,-83.92945639999999
9147147,2016,Jane Lewis,London School of Economics and Political Science,London,England,United Kingdom,51.5144388,-0.1164513
9147147,2016,Anne West,London School of Economics and Political Science,London,England,United Kingdom,51.5144388,-0.1164513
47958747,2016,Shellene K Dietrich,,,,,,
47958747,2016,Coleen M Francis-Jimenez,,,,,,
47958747,2016,Melida Delcina Knibbs,,,,,,
47958747,2016,Ismael L Umali,,,,,,
47958747,2016,Marie Truglio‐Londrigan,,,,,,
14411934,2016,Frank Hammonds,Troy University,Troy,Alabama,United States,31.80259259999999,-85.9571615
14411934,2016,Gina J. Mariano,Troy University,Troy,Alabama,United States,31.80259259999999,-85.9571615
14411934,2016,Gracie Ammons,Troy University,Troy,Alabama,United States,31.80259259999999,-85.9571615
14411934,2016,Sheridan Chambers,Troy University,Troy,Alabama,United States,31.80259259999999,-85.9571615
93707448,2016,Sangeeta Sahney,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,India,22.3149274,87.31053109999999
73951979,2016,Hossein Ebrahimi,Shahroud University of Medical Sciences,Shahrud,Semnan Province,Iran,36.3994768,54.9440797
73951979,2016,Mahdi Sadeghi,Iranshahr University,Iranshahr,Sistan and Baluchestan Province,Iran,27.2030006,60.6853176
43293078,2016,Charles D. Scales,Robert Wood Johnson Foundation,Princeton,New Jersey,United States,40.354018,-74.6061877
43293078,2016,Tannaz Moin,United States Department of Veterans Affairs,,,,,
43293078,2016,Arlène Fink,"University of California, Los Angeles",Los Angeles,California,United States,34.0699182,-118.4438495
43293078,2016,Sandra H. Berry,VA Greater Los Angeles Healthcare System,Los Angeles,California,United States,34.0526873,-118.4529775
43293078,2016,Nasim Afsarmanesh,Clinical Research Institute,Minneapolis,Minnesota,United States,44.9749718,-93.27345509999999
43293078,2016,Carol M. Mangione,Duke University,Durham,North Carolina,United States,36.0014258,-78.9382286
43293078,2016,B. Price Kerfoot,"University of California, Los Angeles",Los Angeles,California,United States,34.0699182,-118.4438495
88867083,2016,Lauren A. Maggio,Uniformed Services University of the Health Sciences,Bethesda,Maryland,United States,39.0017776,-77.08642569999999
88867083,2016,Justin L. Sewell,"University of California, San Francisco",San Francisco,California,United States,37.7626459,-122.4587106
88867083,2016,Anthony R. Artino,Uniformed Services University of the Health Sciences,Bethesda,Maryland,United States,39.0017776,-77.08642569999999
55550143,2016,Kejian Li,Hangzhou Normal University,Hangzhou,Zhe Jiang Sheng,China,30.289532,120.009886
55550143,2016,Yi Pan,Zhejiang Normal University,Jinhua,Zhejiang,China,29.079175,119.64742
55550143,2016,Biying Hu,University of North Carolina at Chapel Hill,Chapel Hill,North Carolina,United States,35.9049122,-79.0469134
55550143,2016,Margaret Burchinal,University of Macau,珠海市,,Macao,22.130002,113.5457795
55550143,2016,Allison De Marco,University of North Carolina at Chapel Hill,Chapel Hill,North Carolina,United States,35.9049122,-79.0469134
55550143,2016,Xitao Fan,University of North Carolina at Chapel Hill,Chapel Hill,North Carolina,United States,35.9049122,-79.0469134
55550143,2016,Jinliang Qin,University of Macau,珠海市,,Macao,22.130002,113.5457795
89748587,2016,Inge Ris Hansen,Metropolitan University College,,,,,
89748587,2016,Karen Søgaard,University of Southern Denmark,Odense,,Denmark,55.3689827,10.4282364
89748587,2016,Bibi Gram,University of Southern Denmark,Odense,,Denmark,55.3689827,10.4282364
89748587,2016,Karina Agerbo,Hospital South West Jutland,,,,,
89748587,2016,Eleanor Boyle,Regionshospitalet Silkeborg,Silkeborg,,Denmark,56.1700068,9.5593183
89748587,2016,Birgit Juul‐Kristensen,University of Toronto,,,,,
82142758,2016,Girmaw Abebe Akalu,University of Alberta,Edmonton,Alberta,Canada,53.5232189,-113.5263186
20919671,2016,Joaquín Artés,Universidad Complutense de Madrid,Madrid,Comunidad de Madrid,Spain,40.4454368,-3.7299424
20919671,2016,Francisco Pedraja Chaparro,Universidad de Extremadura,,,,,
20919671,2016,María del Mar Salinas-Jiménez,Universidad de Extremadura,,,,,
8248387,2016,Trevor Mutton,University of Oxford,Oxford,England,United Kingdom,51.75704289999999,-1.2545179
8248387,2016,Katharine Burn,University of Oxford,Oxford,England,United Kingdom,51.75704289999999,-1.2545179
8248387,2016,Ian Menter,University of Oxford,Oxford,England,United Kingdom,51.75704289999999,-1.2545179
1500176,2016,Prashalini Naidu,Sultan Haji Ahmad Shah Hospital,Temerloh,Pahang,Malaysia,3.4531541,102.4515394
1500176,2016,Nor Emmy Shuhada Derani,Universiti Tenaga Nasional,Kajang,Selangor,Malaysia,2.9774901,101.7307035
85046294,2016,Linda Biersteker,University of Cape Town,Cape Town,Western Cape,South Africa,-33.957652,18.4611991
85046294,2016,Andrew Dawes,City of Cape Town,Cape Town,Western Cape,South Africa,-33.9142871,18.5700636
85046294,2016,Lynn Hendricks,University of Cape Town,Cape Town,Western Cape,South Africa,-33.957652,18.4611991
16073382,2016,Carol Chunfeng Wang,Edith Cowan University,Joondalup,Western Australia,Australia,-31.7522505,115.7728829
16073382,2016,Lisa Whitehead,Edith Cowan University,Joondalup,Western Australia,Australia,-31.7522505,115.7728829
16073382,2016,Sara Bayes,Edith Cowan University,Joondalup,Western Australia,Australia,-31.7522505,115.7728829
73487800,2016,Adrian Heng Tsai Tan,University of Canberra,Bruce,Australian Capital Territory,Australia,-35.2381421,149.0838384
73487800,2016,Birgit Muskat,Management Center Innsbruck,Innsbruck,Tyrol,Austria,47.2675322,11.3910349
73487800,2016,Anita Zehrer,Management Center Innsbruck,Innsbruck,Tyrol,Austria,47.2675322,11.3910349
27761982,2016,Barbara Trudell,,,,,,
74001008,2016,Chiara Logli,"University of California, Santa Barbara",Santa Barbara,California,United States,34.4139629,-119.848947
27238719,2016,Anca Prisăcariu,University of Bucharest,București,București,Romania,44.4356833,26.1018426
27238719,2016,Mahsood Shah,Central Queensland University,Norman Gardens,Queensland,Australia,-23.3264685,150.5189408
84958136,2016,Arega Yirdaw,Fielding Graduate University,Santa Barbara,California,United States,34.42927590000001,-119.7174748
82665351,2016,Giancarlo Lyle-Edrosolo,,,,,,
82665351,2016,KT Waxman,,,,,,
55642196,2016,Khadijah Mohammed,King Abdulaziz University,,,,,
55642196,2016,B S Alif Ali,King Abdulaziz University,,,,,
55642196,2016,Azrilah Abdulaziz,King Abdulaziz University,,,,,
8454552,2016,Pey‐Tee Oon,University of Macau,珠海市,,Macao,22.130002,113.5457795
8454552,2016,Spencer Benson,University of Macau,珠海市,,Macao,22.130002,113.5457795
8454552,2016,Chester Chun Seng Kam,University of Macau,珠海市,,Macao,22.130002,113.5457795
18519715,2016,Kirsti Klette,ACTA (United States),Abbeyville,Colorado,United States,38.7945952,-106.5348379
18519715,2016,Karen Hammerness,American Museum of Natural History,New York,New York,United States,40.7813241,-73.9739882
1831735,2016,Kenneth M. Zeichner,Seattle University,Seattle,Washington,United States,47.6091765,-122.3178465
1831735,2016,Hilary G. Conklin,University of Washington,Seattle,Washington,United States,47.65671709999999,-122.3066181
69877435,2016,Sehrish Sajjad,Aga Khan Development Network,,,,,
69877435,2016,Asho Ali,King Abdulaziz University,,,,,
69877435,2016,Raisa B Gul,Aga Khan University,Karachi,Sindh,Pakistan,24.8920491,67.0735131
69877435,2016,Ahmed Mateen,Karachi Institute of Radiotherapy and Nuclear Medicine,Karachi,Sindh,Pakistan,24.9470994,67.1446972
69877435,2016,Shafquat Rozi,Aga Khan University,Karachi,Sindh,Pakistan,24.8920491,67.0735131
75454717,2016,Christina Yeager Pelatti,The Ohio State University,Columbus,Ohio,United States,40.0060889,-83.0282624
75454717,2016,Jaclyn M. Dynia,The Ohio State University,Columbus,Ohio,United States,40.0060889,-83.0282624
75454717,2016,Jessica A. R. Logan,The Ohio State University,Columbus,Ohio,United States,40.0060889,-83.0282624
75454717,2016,Laura M. Justice,The Ohio State University,Columbus,Ohio,United States,40.0060889,-83.0282624
75454717,2016,Joan N. Kaderavek,University of Toledo,Toledo,Ohio,United States,41.6578804,-83.6142374
67793925,2016,Jonte Bernhard,Linköping University,Linköping,Östergötlands län,Sweden,58.3978364,15.5760072
67793925,2016,Caroline Baillie,University of Western Australia,Crawley,Western Australia,Australia,-31.9789061,115.8180721
22761997,2016,Timothy Walsh,University of Edinburgh,Edinburgh,Scotland,United Kingdom,55.9445158,-3.1892413
22761997,2016,Kalliopi Kydonaki,Edinburgh Napier University,Edinburgh,Scotland,United Kingdom,55.93615149999999,-3.2286436
22761997,2016,Jean Antonelli,University of Edinburgh,Edinburgh,Scotland,United Kingdom,55.9445158,-3.1892413
22761997,2016,Jacqueline Stephen,University of Edinburgh,Edinburgh,Scotland,United Kingdom,55.9445158,-3.1892413
22761997,2016,Robert J. Lee,University of Edinburgh,Edinburgh,Scotland,United Kingdom,55.9445158,-3.1892413
22761997,2016,Kirsty Everingham,University of Edinburgh,Edinburgh,Scotland,United Kingdom,55.9445158,-3.1892413
22761997,2016,Janet Hanley,University of Edinburgh,Edinburgh,Scotland,United Kingdom,55.9445158,-3.1892413
22761997,2016,Emma Claire Phillips,Edinburgh Napier University,Edinburgh,Scotland,United Kingdom,55.93615149999999,-3.2286436
22761997,2016,K. Uutela,University of Edinburgh,Edinburgh,Scotland,United Kingdom,55.9445158,-3.1892413
22761997,2016,Petra Peltola,General Electric (Finland),,,Finland,61.92410999999999,25.748151
22761997,2016,Stephen Cole,General Electric (Finland),,,Finland,61.92410999999999,25.748151
22761997,2016,Tara Quasim,Ninewells Hospital,Dundee,Scotland,United Kingdom,56.4644071,-3.0390129
22761997,2016,James Ruddy,NHS Tayside,Dundee,Scotland,United Kingdom,56.4641751,-3.0364251
22761997,2016,Marcia McDougall,Glasgow Royal Infirmary,Glasgow,Scotland,United Kingdom,55.8651939,-4.233654
22761997,2016,Alan Davidson,NHS Lanarkshire,,,,,
22761997,2016,J. S. Rütherford,Monklands Hospital,Airdrie,Scotland,United Kingdom,55.8660205,-4.000127
22761997,2016,J. R. Richards,NHS Fife,Kirkcaldy,Scotland,United Kingdom,56.1259479,-3.1609657
22761997,2016,Christopher J. Weir,Victoria Hospital,,,,,
70112930,2016,Sanjay Mohapatra,XIM University,Harirajpur,Odisha,India,20.1581154,85.7624501
70112930,2016,Rituparna Mohanty,XIM University,Harirajpur,Odisha,India,20.1581154,85.7624501
57333148,2016,Christin Lang,University of Basel,Basel,Basel-Stadt,Switzerland,47.5585281,7.5838692
57333148,2016,Anne Karina Feldmeth,University of Basel,Basel,Basel-Stadt,Switzerland,47.5585281,7.5838692
57333148,2016,Serge Brand,University of Basel,Basel,Basel-Stadt,Switzerland,47.5585281,7.5838692
57333148,2016,Edith Holsboer‐Trachsler,University of Basel,Basel,Basel-Stadt,Switzerland,47.5585281,7.5838692
57333148,2016,Uwe Pühse,University of Basel,Basel,Basel-Stadt,Switzerland,47.5585281,7.5838692
57333148,2016,Markus Gerber,University of Basel,Basel,Basel-Stadt,Switzerland,47.5585281,7.5838692
26097610,2016,Samson John Mgaiwa,,,,,,
26097610,2016,Japhace Poncian,,,,,,
67538198,2016,Katie Dunworth,University of Bath,Bath,England,United Kingdom,51.3782228,-2.3263987
67538198,2016,Hugo Santiago Sánchez,University of Bath,Bath,England,United Kingdom,51.3782228,-2.3263987
56382427,2016,Jennifer A. O’Day,American Institutes for Research,,,,,
56382427,2016,Marshall S. Smith,Carnegie Foundation for the Advancement of Teaching,Stanford,California,United States,37.4185041,-122.1811867
67185494,2016,Christiane Kuhn,Johannes Gutenberg University Mainz,Mainz,Rheinland-Pfalz,Germany,49.9926403,8.241555199999999
67185494,2016,Alicia C. Alonzo,Michigan State University,East Lansing,Michigan,United States,42.7250725,-84.47908269999999
67185494,2016,Olga Zlatkin‐Troitschanskaia,Johannes Gutenberg University Mainz,Mainz,Rheinland-Pfalz,Germany,49.9926403,8.241555199999999
69454637,2016,Marie Fanelli Kuczmarski,University of Delaware,Newark,Delaware,United States,39.6809151,-75.7523313
69454637,2016,Erica L. Adams,University of Delaware,Newark,Delaware,United States,39.6809151,-75.7523313
69454637,2016,Nancy Cotugna,University of Delaware,Newark,Delaware,United States,39.6809151,-75.7523313
69454637,2016,Ryan T Pohlig,University of Delaware,Newark,Delaware,United States,39.6809151,-75.7523313
69454637,2016,May A. Beydoun,National Institute on Aging,,,,,
69454637,2016,Alan B. Zonderman,National Institute on Aging,,,,,
69454637,2016,Michele K. Evans,National Institute on Aging,,,,,
38777445,2016,Colin A. Espie,University of Oxford,Oxford,England,United Kingdom,51.75704289999999,-1.2545179
38777445,2016,Annemarie I. Luik,University of Oxford,Oxford,England,United Kingdom,51.75704289999999,-1.2545179
38777445,2016,John Cape,Henry Ford Health System,,,,,
38777445,2016,Christopher L. Drake,University of Lincoln,,,,,
38777445,2016,A Niroshan Siriwardena,Rush University Medical Center,Chicago,Illinois,United States,41.8745746,-87.668836
38777445,2016,Jason C. Ong,Woolcock Institute of Medical Research,Macquarie Park,New South Wales,Australia,-33.7748879,151.1197583
38777445,2016,Christopher J. Gordon,University of Sydney,Camperdown,New South Wales,Australia,-33.8884041,151.1867648
38777445,2016,Sophie Bostock,Warneford Hospital,Oxford,England,United Kingdom,51.7510529,-1.2219791
38777445,2016,Peter Hames,University of Oxford,Oxford,England,United Kingdom,51.75704289999999,-1.2545179
38777445,2016,Mhairi Kathryn Nisbet,University of Oxford,Oxford,England,United Kingdom,51.75704289999999,-1.2545179
38777445,2016,Bryony Sheaves,Warneford Hospital,Oxford,England,United Kingdom,51.7510529,-1.2219791
38777445,2016,F. Foster,University of Oxford,Oxford,England,United Kingdom,51.75704289999999,-1.2545179
38777445,2016,Daniel Freeman,London School of Economics and Political Science,London,England,United Kingdom,51.5144388,-0.1164513
38777445,2016,Joan Costa‐Font,Manchester Academic Health Science Centre,Manchester,England,United Kingdom,53.4807593,-2.2426305
38777445,2016,Richard Emsley,University of Manchester,Manchester,England,United Kingdom,53.4656853,-2.232706
38777445,2016,Simon D. Kyle,University of Oxford,Oxford,England,United Kingdom,51.75704289999999,-1.2545179
45908996,2016,Andy Fred Wali,University of Huddersfield,Huddersfield,England,United Kingdom,53.64282850000001,-1.7780981
45908996,2016,Len Tiu Wright,University of Huddersfield,Huddersfield,England,United Kingdom,53.64282850000001,-1.7780981
97454565,2016,Mohammad Ashraf,United International University,Dhaka,Dhaka Division,Bangladesh,23.7978829,90.44971
97454565,2016,Abu Zafar Rashed Osman,Northern University of Malaysia,Bukit Kayu Hitam,Kedah,Malaysia,6.4484879,100.5096785
97454565,2016,Sarker Rafij Ahmed Ratan,United International University,Dhaka,Dhaka Division,Bangladesh,23.7978829,90.44971
32040713,2016,Farzaneh Soleimani,Shahid Beheshti University of Medical Sciences,Tajrish,Tehran Province,Iran,35.8001144,51.3980673
32040713,2016,Hossein Motaarefi,Urmia University of Medical Sciences,Urmia,West Azerbaijan Province,Iran,37.5388516,45.0817831
32040713,2016,Ali Hasanpour Dehkordi,Baqiyatallah University of Medical Sciences,Tehran,Tehran Province,Iran,35.7516792,51.39419849999999
8074483,2016,Gregory D. Webster,University of Florida,Gainesville,Florida,United States,29.6465428,-82.3533266
8074483,2016,Ryan D. Duffy,University of Florida,Gainesville,Florida,United States,29.6465428,-82.3533266
1058585,2016,Hongbiao Yin,Chinese University of Hong Kong,,New Territories,Hong Kong,22.419625,114.2067606
1058585,2016,Zheng Ke,East China Normal University,,Shang Hai Shi,China,31.227667,121.406829
2773968,2016,Lindsay A. Rhodes,University of Alabama at Birmingham,Birmingham,Alabama,United States,33.502086,-86.8051588
2773968,2016,Carrie Huisingh,Prevent Blindness,,,,,
2773968,2016,Gerald McGwin,Prevent Blindness,,,,,
2773968,2016,Stephen T. Mennemeyer,Centers for Disease Control and Prevention,,,,,
2773968,2016,Mary Bregantini,Centers for Disease Control and Prevention,,,,,
37791601,2016,Ercan Avci,Duquesne University,Pittsburgh,Pennsylvania,United States,40.4369485,-79.99025759999999
81040967,2016,Mustafa Yavuz,Necmettin Erbakan University,,Konya,Türkiye,37.8574367,32.4311568
81040967,2016,Deniz Gülmez,Necmettin Erbakan University,,Konya,Türkiye,37.8574367,32.4311568
52183955,2016,R.A.C. Ushantha,Sabaragamuwa University of Sri Lanka,Belihuloya,Sabaragamuwa Province,Sri Lanka,6.7145912,80.7872185
52183955,2016,P. A. P. Samantha Kumara,University of Ruhuna,Matara,Southern Province,Sri Lanka,5.9380921,80.5761344
50714442,2016,Gustavo González‐Calvo,Universidad de Valladolid,Valladolid,Castile and León,Spain,41.6543639,-4.722273299999999
