PMID,Year,Author,Institution,City,Region,State,Latitude,Longitude
31541751,2019,Natalia Cano,Universidad Nacional de Colombia,Ansermanuevo,Valle del Cauca,Colombia,4.570868,-74.297333
31541751,2019,Jessi Osorio Velasco,Universidad Nacional de Colombia,Ansermanuevo,Valle del Cauca,Colombia,4.570868,-74.297333
31541751,2019,Felipe Castañeda García,Municipality of Medellín,Medellín,Antioquia,Colombia,6.2476376,-75.56581530000001
31541751,2019,Isabel B. Franco,United Nations University Institute for the Advanced Study of Sustainability,Shibuya,Tokyo,Japan,35.6624735,139.7083881
12515206,2019,Xin Yi Kh’ng,Universiti Sains Malaysia,Gelugor,Pulau Pinang,Malaysia,5.3555943,100.3025455
12515206,2019,Su Yean Teh,Sunway University,,,,,
7042264,2020,Claudia Sadoff,International Water Management Institute,,,,,
7042264,2020,Edoardo Borgomeo,University of Oxford,Oxford,England,United Kingdom,51.75704289999999,-1.2545179
7042264,2020,S. Uhlenbrook,International Water Management Institute,,,,,
40676437,2020,Mark Mulligan,King's College London,London,England,United Kingdom,51.5114864,-0.115997
40676437,2020,Arnout van Soesbergen,World Conservation Monitoring Centre,,,,,
40676437,2020,David G. Hole,King's College London,London,England,United Kingdom,51.5114864,-0.115997
40676437,2020,Thomas M. Brooks,Conservation International,,,,,
40676437,2020,Sophia Burke,University of Tasmania,Hobart,Tasmania,Australia,-42.9041118,147.3247503
40676437,2020,Jon Hutton,University of the Philippines Los Baños,Los Baños,Calabarzon,Philippines,14.1651138,121.2401524
50821849,2020,Raha Hakimdavar,Goddard Space Flight Center,Greenbelt,Maryland,United States,38.99495,-76.85234400000002
50821849,2020,Alfred Hubbard,US Forest Service,,,,,
50821849,2020,F. Policelli,Goddard Space Flight Center,Greenbelt,Maryland,United States,38.99495,-76.85234400000002
50821849,2020,Amy Pickens,Science Systems and Applications (United States),Abbeyville,Colorado,United States,38.7945952,-106.5348379
50821849,2020,Matthew C. Hansen,Goddard Space Flight Center,Greenbelt,Maryland,United States,38.99495,-76.85234400000002
50821849,2020,Temilola Fatoyinbo,"University of Maryland, College Park",College Park,Maryland,United States,38.9869183,-76.9425543
50821849,2020,David Lagomasino,"University of Maryland, College Park",College Park,Maryland,United States,38.9869183,-76.9425543
50821849,2020,Nima Pahlevan,Goddard Space Flight Center,Greenbelt,Maryland,United States,38.99495,-76.85234400000002
50821849,2020,Sushel Unninayar,East Carolina University,Greenville,North Carolina,United States,35.6068806,-77.3665364
50821849,2020,Argyro Kavvada,Goddard Space Flight Center,Greenbelt,Maryland,United States,38.99495,-76.85234400000002
50821849,2020,Mark Carroll,Science Systems and Applications (United States),Abbeyville,Colorado,United States,38.7945952,-106.5348379
50821849,2020,Brandon Smith,Goddard Space Flight Center,Greenbelt,Maryland,United States,38.99495,-76.85234400000002
50821849,2020,M. M. Hurwitz,Morgan State University,Baltimore,Maryland,United States,39.3437959,-76.5843847
50821849,2020,Danielle Wood,Booz Allen Hamilton (United States),Abbeyville,Colorado,United States,38.7945952,-106.5348379
50821849,2020,Stephanie Schollaert Uz,Goddard Space Flight Center,Greenbelt,Maryland,United States,38.99495,-76.85234400000002
27679284,2020,Hjalte Jomo Danielsen Sørup,Technical University of Denmark,Kongens Lyngby,,Denmark,55.7860512,12.5233698
27679284,2020,Sarah Brudler,Technical University of Denmark,Kongens Lyngby,,Denmark,55.7860512,12.5233698
27679284,2020,Berit Godskesen,Technical University of Denmark,Kongens Lyngby,,Denmark,55.7860512,12.5233698
27679284,2020,Yan Dong,Technical University of Denmark,Kongens Lyngby,,Denmark,55.7860512,12.5233698
27679284,2020,Sara Maria Lerer,Technical University of Denmark,Kongens Lyngby,,Denmark,55.7860512,12.5233698
27679284,2020,Martin Rygaard,Technical University of Denmark,Kongens Lyngby,,Denmark,55.7860512,12.5233698
27679284,2020,Karsten Arnbjerg‐Nielsen,Technical University of Denmark,Kongens Lyngby,,Denmark,55.7860512,12.5233698
58876787,2020,Swati D. G. Rayasam,"University of California, Berkeley",Berkeley,California,United States,37.8712141,-122.255463
58876787,2020,Bakul Rao,Indian Institute of Technology Bombay,Mumbai,Maharashtra,India,19.1330605,72.9151061
58876787,2020,Isha Ray,"University of California, Berkeley",Berkeley,California,United States,37.8712141,-122.255463
85359966,2020,Nidhi Nagabhatla,"United Nations University Institute for Water, Environment, and Health",Shibuya,Tokyo,Japan,35.662312,139.7082801
85359966,2020,Rupal Brahmbhatt,McMaster University,,,,,
83334040,2020,Fahmi Ali Hudaefi,Institut Agama Islam Negeri Bengkulu,,Bengkulu,Indonesia,-3.8348004,102.326671
52786546,2020,Emmanuel Okewu,University of Lagos,Lagos,Lagos,Nigeria,6.515759,3.3898447
52786546,2020,Sanjay Misra,Covenant University,Ota,Ogun State,Nigeria,6.672644699999999,3.161213
52786546,2020,Fernandez-Sanz Lius,Universidad de Alcalá,Alcala de Henares,Community of Madrid,Spain,40.4795875,-3.3716218
11643721,2020,AnuradhaKunal Shah,,,,,,
11643721,2020,GajananD Velhal,,,,,,
50331697,2020,Suad Ali Khalaf,University of Bahrain,Zallaq,Al-Muḥāfaẓat al-Janūbīyah,Bahrain,26.0509509,50.513423
79859261,2021,Kaitlin Mattos,University of Colorado Boulder,Boulder,Colorado,United States,40.0073499,-105.2659871
79859261,2021,Riley Mulhern,University of North Carolina at Chapel Hill,Chapel Hill,North Carolina,United States,35.9049122,-79.0469134
79859261,2021,Colleen C. Naughton,"University of California, Merced",Merced,California,United States,37.3647026,-120.4240941
79859261,2021,Carmen Anthonj,University of Twente,Enschede,Overijssel,Netherlands,52.2396538,6.84979
79859261,2021,Joe Brown,University of North Carolina at Chapel Hill,Chapel Hill,North Carolina,United States,35.9049122,-79.0469134
79859261,2021,Clarissa Brocklehurst,University of North Carolina at Chapel Hill,Chapel Hill,North Carolina,United States,35.9049122,-79.0469134
79859261,2021,Cecelia Brooks,University of New Brunswick,,,,,
79859261,2021,April Desclos,University of North Carolina at Chapel Hill,Chapel Hill,North Carolina,United States,35.9049122,-79.0469134
79859261,2021,Nataly Escobedo Garcia,Indiana University Bloomington,Bloomington,Indiana,United States,39.1682449,-86.52300729999999
79859261,2021,Jacqueline MacDonald Gibson,University of Colorado Boulder,Boulder,Colorado,United States,40.0073499,-105.2659871
79859261,2021,Karl G. Linden,International Association of Plumbing and Mechanical Officials,,,,,
79859261,2021,Christopher A. Lindsay,Loma Linda University,Loma Linda,California,United States,34.0504232,-117.2641366
79859261,2021,Jennifer Newby,Swift Engineering (United States),San Clemente,California,United States,33.4505691,-117.5953826
56186023,2021,Lena Partzsch,Technische Universität Berlin,Berlin,Berlin,Germany,52.52000659999999,13.404954
56186023,2021,Karia Hartung,University of Erfurt,Erfurt,Thüringen,Germany,50.9906637,11.0107939
56186023,2021,Jule Lümmen,University of Erfurt,Erfurt,Thüringen,Germany,50.9906637,11.0107939
56186023,2021,Celine Zickgraf,University of Erfurt,Erfurt,Thüringen,Germany,50.9906637,11.0107939
54713869,2021,Md. Mehedi Hasan,University of Queensland,Saint Lucia,Queensland,Australia,-27.4976696,153.0128661
54713869,2021,Ricardo J. Soares Magalhães,ARC Centre of Excellence for Children and Families over the Life Course,,,,,
54713869,2021,Saifuddin Ahmed,University of Queensland,Saint Lucia,Queensland,Australia,-27.4976696,153.0128661
54713869,2021,Sonia Pervin,Bill & Melinda Gates Foundation,,,,,
54713869,2021,Md. Tariqujjaman,Johns Hopkins University,Baltimore,Maryland,United States,39.3299013,-76.6205177
54713869,2021,Yaqoot Fatima,ARC Centre of Excellence for Children and Families over the Life Course,,,,,
54713869,2021,Abdullah Al Mamun,University of Queensland,Saint Lucia,Queensland,Australia,-27.4976696,153.0128661
2084243,2021,Muhammad Mizanur Rahaman,University of Asia Pacific,Dhaka,Dhaka Division,Bangladesh,23.7547375,90.38950059999999
2084243,2021,Ahmed Imtiaz Galib,University of Asia Pacific,Dhaka,Dhaka Division,Bangladesh,23.7547375,90.38950059999999
2084243,2021,Farhana Azmi,University of Asia Pacific,Dhaka,Dhaka Division,Bangladesh,23.7547375,90.38950059999999
36759226,2021,Felipe Roberto Silva,Universidade Estadual do Ceará,,Ceará,Brazil,-3.7882864,-38.5533951
36759226,2021,Samuel Façanha Câmara,Universidade Estadual do Ceará,,Ceará,Brazil,-3.7882864,-38.5533951
36759226,2021,Francisco R. Pinto,Universidade Estadual do Ceará,,Ceará,Brazil,-3.7882864,-38.5533951
36759226,2021,Marcelo de Oliveira Soares,Universidade Federal do Ceará,,Ceará,Brazil,-3.7466621,-38.5737448
36759226,2021,Michael Barbosa Viana,Universidade Federal do Ceará,,Ceará,Brazil,-3.7466621,-38.5737448
36759226,2021,Thiago Matheus De Paula,Universidade Estadual do Ceará,,Ceará,Brazil,-3.7882864,-38.5533951
72746503,2021,Sandra Ricart,Kathmandu University,Dhulikhel,Bagmati Province,Nepal,27.6193566,85.5387702
72746503,2021,Rubén Alejandro Villar Navascués,University of Alicante,San Vicente del Raspeig,Comunidad Valenciana,Spain,38.3846639,-0.5139975999999999
45824363,2021,Alan Shapiro,British Columbia Institute of Technology,Burnaby,British Columbia,Canada,49.2512743,-123.0035219
23878798,2021,Gabriel Tedesco Wedy,Universidade do Vale do Rio dos Sinos,,Rio Grande do Sul,Brazil,-29.7950118,-51.1536966
16237400,2021,Freedom-Kai Phillips,University of Cambridge,Cambridge,England,United Kingdom,52.205356,0.113168
16237400,2021,Alexandra R. Harrington,Albany Law School,Albany,New York,United States,42.65134690000001,-73.77703199999999
62596982,2021,Catarina Fonseca,IRC International Water and Sanitation Centre,,,,,
62596982,2021,Laura van de Lande,IRC International Water and Sanitation Centre,,,,,
99849781,2021,Subodh K. Sharma,Swiss Tropical and Public Health Institute,Allschwil,Basel-Landschaft,Switzerland,47.55964729999999,7.5506115
99849781,2021,Sudan Raj Panthi,University of Basel,Basel,Basel-Stadt,Switzerland,47.5585281,7.5838692
99849781,2021,Raja Ram Pote Shrestha,Kathmandu University,Dhulikhel,Bagmati Province,Nepal,27.6193566,85.5387702
25370320,2021,Thiago Leite Cruz,Universidade Federal do Pará,,Pará,Brazil,-1.4758618,-48.457288
25370320,2021,Erleyvaldo Bispo dos Santos,Universidade Federal Rural do Rio de Janeiro,,Rio de Janeiro,Brazil,-22.7616768,-43.6868983
91396544,2022,Sinan Küfeoğlu,University of Cambridge,Cambridge,England,United Kingdom,52.205356,0.113168
92396833,2022,Akhilesh K. Yadav,University of Delhi,New Delhi,Delhi,India,28.5842824,77.1638519
92396833,2022,Harish Kumar Yadav,University of Delhi,New Delhi,Delhi,India,28.5842824,77.1638519
92396833,2022,Aliya Naz,O. P. Jindal Global University,Sonipat,Haryana,India,28.9264157,77.0565769
92396833,2022,Monika Koul,University of Delhi,New Delhi,Delhi,India,28.5842824,77.1638519
92396833,2022,Abhiroop Chowdhury,O. P. Jindal Global University,Sonipat,Haryana,India,28.9264157,77.0565769
92396833,2022,Shashank Shekhar,University of Delhi,New Delhi,Delhi,India,28.5842824,77.1638519
42335938,2022,Omari Sufiani,The University of Dodoma,Dodoma,Mkoa wa Dodoma,Tanzania,-6.2042256,35.7977164
42335938,2022,Mtabazi G. Sahini,The University of Dodoma,Dodoma,Mkoa wa Dodoma,Tanzania,-6.2042256,35.7977164
42335938,2022,Joyce Elisadiki,The University of Dodoma,Dodoma,Mkoa wa Dodoma,Tanzania,-6.2042256,35.7977164
67639866,2022,Riya Bhattacharya,Shoolini University,Bajhol,Himachal Pradesh,India,30.8643599,77.1184188
67639866,2022,Archana Kumari,Magadh University,Bodh Gaya,Bihar,India,24.6867467,84.96513390000001
67639866,2022,Debajyoti Bose,Shoolini University,Bajhol,Himachal Pradesh,India,30.8643599,77.1184188
89891894,2022,Verena Germann,BOKU University,Wien,Wien,Austria,48.2365448,16.337579
89891894,2022,Guenter Langergraber,BOKU University,Wien,Wien,Austria,48.2365448,16.337579
61788598,2022,Verena Germann,BOKU University,Wien,Wien,Austria,48.2365448,16.337579
61788598,2022,Florian Borgwardt,BOKU University,Wien,Wien,Austria,48.2365448,16.337579
61788598,2022,Joerg Fischer,Johannes Kepler University of Linz,Linz,Oberösterreich,Austria,48.3372867,14.3164432
61788598,2022,Daniela Fuchs-Hanusch,Graz University of Technology,Graz,Steiermark,Austria,47.0694191,15.4503768
61788598,2022,Martin Regelsberger,Geological Survey of Austria,Johnsbach,Styria,Austria,47.516231,14.550072
61788598,2022,Gerhard Schubert,Geological Survey of Austria,Johnsbach,Styria,Austria,47.516231,14.550072
61788598,2022,Annett Uhmann,BOKU University,Wien,Wien,Austria,48.2365448,16.337579
83249870,2022,Han Su,University of Twente,Enschede,Overijssel,Netherlands,52.2396538,6.84979
83249870,2022,Maarten S. Krol,University of Twente,Enschede,Overijssel,Netherlands,52.2396538,6.84979
83249870,2022,Rick J. Hogeboom,University of Twente,Enschede,Overijssel,Netherlands,52.2396538,6.84979
93242362,2022,Thaís Aparecida Dibbern,Universidade Estadual de Campinas (UNICAMP),,São Paulo,Brazil,-22.8184393,-47.0647206
93242362,2022,Izabela Simon Rampasso,Universidad Católica del Norte,,,,,
93242362,2022,Milena Pavan Serafim,Universidade Estadual de Campinas (UNICAMP),,São Paulo,Brazil,-22.8184393,-47.0647206
93242362,2022,Rodnei Bertazzoli,Universidade Estadual de Campinas (UNICAMP),,São Paulo,Brazil,-22.8184393,-47.0647206
93242362,2022,Walter Leal Filho,HAW Hamburg,Hamburg,Hamburg,Germany,53.55620949999999,10.0225391
93242362,2022,Rosley Anholon,Universität Hamburg,Hamburg,Hamburg,Germany,53.5630754,9.9884042
72070511,2022,Sazia Ferdous,Jahangirnagar University,Savar,Dhaka Division,Bangladesh,23.8818302,90.26246359999999
72070511,2022,Farah Noshin Chowdhury,Jahangirnagar University,Savar,Dhaka Division,Bangladesh,23.8818302,90.26246359999999
72070511,2022,Md. Liakath Ali,BRAC,,,,,
72070511,2022,Md. Bodrud-Doza,BRAC,,,,,
72070511,2022,Md. Mostafizur Rahman,Jahangirnagar University,Savar,Dhaka Division,Bangladesh,23.8818302,90.26246359999999
20054043,2022,Anis Milena Cesari Kutananda,,,,,,
20054043,2022,Harmin Sulistyaning Titah,,,,,,
82033176,2022,Maria Inês Paes Ferreira,Instituto Federal Fluminense,,Rio de Janeiro,Brazil,-21.7350406,-41.3243267
82033176,2022,Vicente de Paulo Santos de Oliveira,Instituto Federal Fluminense,,Rio de Janeiro,Brazil,-21.7350406,-41.3243267
82033176,2022,Graham Sakaki,Vancouver Island University,Nanaimo,British Columbia,Canada,49.1573024,-123.9664322
82033176,2022,Pamela Shaw,Vancouver Island University,Nanaimo,British Columbia,Canada,49.1573024,-123.9664322
14551336,2022,Innocent Okwuosa,,,,,,
77109837,2022,Puthri Rahma Zain,Bandung Islamic University,,Jawa Barat,Indonesia,-6.903590299999999,107.6078372
77109837,2022,Teti Sofia Yanti,Bandung Islamic University,,Jawa Barat,Indonesia,-6.903590299999999,107.6078372
31416154,2022,Tekalign Tsige Sahilu,Rwanda Development Board,Raygadh,Southern Province,Rwanda,-1.940278,29.873888
31573443,2022,Alan Shapiro,British Columbia Institute of Technology,Burnaby,British Columbia,Canada,49.2512743,-123.0035219
27861801,2022,B.M.J. Kalpana Balasooriya,Queensland University of Technology,Brisbane City,Queensland,Australia,-27.4773131,153.0270449
46959125,2022,Federico Alberto Sanchez Santillano,United Nations University,Shibuya,Tokyo,Japan,35.662312,139.7082801
46959125,2022,Margaret Koli,United Nations University,Shibuya,Tokyo,Japan,35.662312,139.7082801
46959125,2022,Ambe Emmanuel Cheo,United Nations University,Shibuya,Tokyo,Japan,35.662312,139.7082801
46959125,2022,Axel Nguedia Nguedoung,United Nations University,Shibuya,Tokyo,Japan,35.662312,139.7082801
46959125,2022,Erick Gankam Tambo,United Nations University,Shibuya,Tokyo,Japan,35.662312,139.7082801
21384144,2022,Ogubuike Emejuru,,,,,,
21384144,2022,Obinna Ositadimma Oleribe,,,,,,
5669232,2022,Hock Lye Koh,Sunway University,,,,,
5669232,2022,Su Yean Teh,Universiti Sains Malaysia,Gelugor,Pulau Pinang,Malaysia,5.3555943,100.3025455
5669232,2022,Chai Jian Tay,Universiti Malaysia Pahang Al-Sultan Abdullah,Pekan,Pahang,Malaysia,3.5436412,103.4288926
5669232,2022,Mohd Hafiz Mohd,Universiti Sains Malaysia,Gelugor,Pulau Pinang,Malaysia,5.3555943,100.3025455
31053738,2022,Hiroki TANABE,,,,,,
31053738,2022,Mohamed Elsamadony,,,,,,
31053738,2022,Dhimas Dwinandha,,,,,,
31053738,2022,Manabu Fujii,,,,,,
97451147,2022,Freedom-Kai Phillips,University of Cambridge,Cambridge,England,United Kingdom,52.205356,0.113168
97451147,2022,Alexandra R. Harrington,Albany Law School,Albany,New York,United States,42.65134690000001,-73.77703199999999
71514094,2022,Elif Çolakoğlu,Jandarma ve Sahil Güvenlik Akademisi,,Ankara,Türkiye,39.8362061,32.7609971
96416307,2022,Dominique Nápoli Caliari,Instituto Federal do Espírito Santo,,Espírito Santo,Brazil,-20.3073198,-40.3023017
96416307,2022,M. D. de Oliveira,Instituto Federal do Espírito Santo,,Espírito Santo,Brazil,-20.3073198,-40.3023017
96416307,2022,Dejanyne Paiva Zamprogno Bianchi,Instituto Federal do Espírito Santo,,Espírito Santo,Brazil,-20.3073198,-40.3023017
96416307,2022,Juscelino Alves Henriques,Instituto Federal do Sertão Pernambucano,,Pernambuco,Brazil,-9.3622638,-40.5395957
89027531,2022,Rafael Newton Zaneti,Universidade Federal do Paraná,,State of Paraná,Brazil,-25.2520888,-52.0215415
89027531,2022,Cristóvão Vicente Scapulatempo Fernandes,Universidade Federal do Paraná,,State of Paraná,Brazil,-25.2520888,-52.0215415
29540364,2022,NIRAV P. RAVAL,University of Petroleum and Energy Studies,Misraspatti,Uttarakhand,India,30.415937,77.9668366
14790822,2023,Jaivime Evaristo,Utrecht University,Utrecht,Utrecht,Netherlands,52.0859667,5.1715372
14790822,2023,Yusuf Jameel,University of Glasgow,Glasgow,Scotland,United Kingdom,55.872409,-4.2900014
14790822,2023,Cecilia Tortajada,Southern University of Science and Technology,Shen Zhen Shi,Guang Dong Sheng,China,22.593969,113.99894
14790822,2023,Raymond Yu Wang,Smith Family,,,,,
14790822,2023,James Horne,University of Pennsylvania,Philadelphia,Pennsylvania,United States,39.9515013,-75.1910161
14790822,2023,Howard M. Neukrug,University of the Philippines Diliman,Quezon City,Metro Manila,Philippines,14.6538817,121.0685049
14790822,2023,Carlos Primo C. David,Princeton University,Princeton,New Jersey,United States,40.3430942,-74.65507389999999
14790822,2023,Angela Maria Fasnacht,University of Hawaii System,Honolulu,Hawaii,United States,21.3008904,-157.8173481
14790822,2023,Alan D. Ziegler,University of Glasgow,Glasgow,Scotland,United Kingdom,55.872409,-4.2900014
31948742,2023,Ghulam Mujtaba,University of Engineering and Technology Peshawar,Peshawar,Khyber Pakhtunkhwa,Pakistan,34.0031097,71.48564089999999
31948742,2023,Mansoor Ul Hassan Shah,University of Engineering and Technology Peshawar,Peshawar,Khyber Pakhtunkhwa,Pakistan,34.0031097,71.48564089999999
31948742,2023,Abdul Hai,Khalifa University of Science and Technology,Abu Dhabi,Abu Dhabi,United Arab Emirates,24.4473556,54.3949088
31948742,2023,Muhammad Daud,University of Engineering and Technology Peshawar,Peshawar,Khyber Pakhtunkhwa,Pakistan,34.0031097,71.48564089999999
31948742,2023,Mazhar Hayat,Pakistan Council of Research in Water Resources,Sdk,Balochistan,Pakistan,30.375321,69.34511599999999
91922428,2023,Mohsen Sherif,United Arab Emirates University,Al Ain,Abu Dhabi,United Arab Emirates,24.200588,55.67603399999999
91922428,2023,Muhammad Abrar,United Arab Emirates University,Al Ain,Abu Dhabi,United Arab Emirates,24.200588,55.67603399999999
91922428,2023,Faisal Baig,United Arab Emirates University,Al Ain,Abu Dhabi,United Arab Emirates,24.200588,55.67603399999999
91922428,2023,Saifudeen Kabeer,United Arab Emirates University,Al Ain,Abu Dhabi,United Arab Emirates,24.200588,55.67603399999999
8890726,2023,Arnab Mukherjee,Sidho Kanho Birsa University,,,,,
8890726,2023,Prasanta Dhak,Techno India University,Kolkata,West Bengal,India,22.5760026,88.4285123
8890726,2023,Debpriya Mandal,Sidho Kanho Birsa University,,,,,
8890726,2023,Debasis Dhak,Sidho Kanho Birsa University,,,,,
4739591,2023,Thandile T. Gule,Addis Ababa University,Addis Ababa,Addis Ababa,Ethiopia,9.033506299999999,38.7636817
4739591,2023,Brook Lemma,Addis Ababa University,Addis Ababa,Addis Ababa,Ethiopia,9.033506299999999,38.7636817
4739591,2023,Binyam Tesfaw Hailu,Addis Ababa University,Addis Ababa,Addis Ababa,Ethiopia,9.033506299999999,38.7636817
26254698,2023,Patrick Omoregie Isibor,Covenant University,Ota,Ogun State,Nigeria,6.672644699999999,3.161213
26254698,2023,Agbontaen David Osagie,University of South Wales,Newport,Wales,United Kingdom,51.5858128,-2.9901155
26254698,2023,Onwaeze Oritseweyinmi Ogochukwu,Covenant University,Ota,Ogun State,Nigeria,6.672644699999999,3.161213
96249746,2023,Imran Hossain,University of Rajshahi,Rajshahi,Rajshahi Division,Bangladesh,24.368195,88.6376358
96249746,2023,S. M. Akram Ullah,University of Rajshahi,Rajshahi,Rajshahi Division,Bangladesh,24.368195,88.6376358
96249746,2023,A. K. M. Mahmudul Haque,University of Rajshahi,Rajshahi,Rajshahi Division,Bangladesh,24.368195,88.6376358
75949734,2023,Joan B. Rose,Michigan State University,East Lansing,Michigan,United States,42.7250725,-84.47908269999999
75949734,2023,Nynke Hofstra,Michigan United,Boon,Michigan,United States,44.3148443,-85.60236429999999
75949734,2023,Erica Hollmann,Wageningen University & Research,Wageningen,Gelderland,Netherlands,51.9863475,5.668019
75949734,2023,Panagis Katsivelis,University of Guelph,Guelph,Ontario,Canada,43.5327217,-80.22618039999999
75949734,2023,Gertjan Medema,Innovative Technologies Center (Greece),,,Greece,39.074208,21.824312
75949734,2023,Heather Murphy,KWR Water Research Institute,Nieuwegein,Utrecht,Netherlands,52.01856230000001,5.1085991
75949734,2023,Colleen C. Naughton,Delft University of Technology,Delft,Zuid-Holland,Netherlands,52.0021919,4.3735766
75949734,2023,Matthew E. Verbyla,University of Guelph,Guelph,Ontario,Canada,43.5327217,-80.22618039999999
81815248,2023,Riaz Hussain,,,,,,
59453913,2023,Brenda Wagaba,Cranfield University,Cranfield,England,United Kingdom,52.0686347,-0.6087410999999999
59453913,2023,Caner Sayan,Cranfield University,Cranfield,England,United Kingdom,52.0686347,-0.6087410999999999
59453913,2023,Hannah Haemmerli,Swansea University,,,,,
59453913,2023,Joel C. Gill,Washington State University,Pullman,Washington,United States,46.7295265,-117.1803059
59453913,2023,Alison Parker,Cardiff University,Cardiff,Wales,United Kingdom,51.4887336,-3.1807339
6189438,2023,Aadil Bharucha,Indian Institute of Technology Bombay,Mumbai,Maharashtra,India,19.1330605,72.9151061
6189438,2023,Abhilasha Maheshwari,Indian Institute of Technology Jodhpur,Karwar,Rajasthan,India,26.4710115,73.11342220000002
6189438,2023,Vijaysai Prasad,Indian Institute of Technology Bombay,Mumbai,Maharashtra,India,19.1330605,72.9151061
7080947,2023,Rayén Rivera Vidal,University of Concepción,Concepción,Bío Bío,Chile,-36.8299341,-73.03570189999999
7080947,2023,Carlos Primera Leal,University of Concepción,Concepción,Bío Bío,Chile,-36.8299341,-73.03570189999999
7080947,2023,Ricardo Barra,University of Concepción,Concepción,Bío Bío,Chile,-36.8299341,-73.03570189999999
14914397,2023,Siba Prasad Mishra,Centurion University of Technology and Management,R.Sitapur,Odisha,India,18.8070889,84.1402679
14914397,2023,Kumar Chandra Sethi,Centurion University of Technology and Management,R.Sitapur,Odisha,India,18.8070889,84.1402679
14914397,2023,Kamal Kumar Barik,Centurion University of Technology and Management,R.Sitapur,Odisha,India,18.8070889,84.1402679
58242451,2023,A. Khattak,National University of Sciences and Technology,Islamabad,Islamabad Capital Territory,Pakistan,33.6424888,72.99300099999999
58242451,2023,Zujaja Wahaj,Fernando Pessoa University,Porto,Porto,Portugal,41.1728847,-8.6111563
64478590,2023,Dominique Nápoli Caliari,Instituto Federal do Espírito Santo,,Espírito Santo,Brazil,-20.3073198,-40.3023017
64478590,2023,M. D. de Oliveira,Instituto Federal do Espírito Santo,,Espírito Santo,Brazil,-20.3073198,-40.3023017
64478590,2023,Dejanyne Paiva Zamprogno Bianchi,Instituto Federal do Espírito Santo,,Espírito Santo,Brazil,-20.3073198,-40.3023017
64478590,2023,Juscelino Alves Henriques,Instituto Federal do Sertão Pernambucano,,Pernambuco,Brazil,-9.3622638,-40.5395957
22857672,2023,Fathonah Illia,Badan Pusat Statistik,,,,,
62201000,2023,Wei Jiang,Research Center for Eco-Environmental Sciences,,,,,
62201000,2023,Rainer Marggraf,Chinese Academy of Sciences,,Bei Jing Shi,China,39.9106327,116.3356321
8328069,2023,Zsanett Zsigó,,,,,,
79614652,2023,Hock Lye Koh,Sunway University,,,,,
79614652,2023,Su Yean Teh,Universiti Sains Malaysia,Gelugor,Pulau Pinang,Malaysia,5.3555943,100.3025455
9206275,2023,Sya Buryn Kedzior,Towson University,Towson,Maryland,United States,39.3919027,-76.6124675
23371473,2023,Abayneh Melaku,Water and Land Resource Centre,,,,,
23371473,2023,Bezatu Mengistie,Addis Ababa University,Addis Ababa,Addis Ababa,Ethiopia,9.033506299999999,38.7636817
23371473,2023,Taffere Addis,Addis Ababa University,Addis Ababa,Addis Ababa,Ethiopia,9.033506299999999,38.7636817
